78421,64642,1010,,,UNB,"Cunningham, G.C.",,4,9,1955,,"in Red Maple stand, low wettish woods",,York,New Brunswick,Canada,"1.5 to 2 miles West of Ranger School, UNB Woodlot",,,,,,,,,,,,,,,,3,,Collector,Specimen has flowers,,Rubus hispidus L.      ,,2015-05-21,2015-07-08,,J. Anderson,   Accession # 64642,,4/9/1955/,York Co.,,,,,"Habitat:  in Red Maple stand, low wettish woods. ","Locality:  1.5 to 2 miles West of Ranger School, UNB Woodlot. ",,Duplicate,,,,,,,"1.5 to 2 miles West of Ranger School, UNB Woodlot",,,,,,,78421,,,,,56985,56985,,
78422,64641,1010,,,UNB,"Cunningham, G.C.",,4,9,1955,,"Red maple stand, low wettish woods",,York,New Brunswick,Canada,1.5 to 2 miles West of Ranger School UNB Woodlot,,,,,,,,,,,,,,,,4,,Collector,No reproductive structures seen on specimen,,Rubus hispidus L.      ,,2015-05-21,2015-07-08,,J. Anderson,   Accession # 64641,,4/9/1955/,York Co.,,,,,"Habitat:  Red maple stand, low wettish woods. ",Locality:  1.5 to 2 miles West of Ranger School UNB Woodlot. ,,Duplicate,,,,,,,1.5 to 2 miles West of Ranger School UNB Woodlot,,,,,,,78422,,,,,56985,56985,,
78423,64654,1010,,,UNB,"Cunningham, G.C.",76,25,10,1957,,"White birch, red maple, sphagnum bottom, open canopy",,,New Brunswick,Canada,"Acadian Forest Experimental Station, Sunbury Co.",,,,,,,45,59,,N,66,16.5,,W,,4,,Collector,No reproductive structures seen on specimen,,Rubus hispidus L.      ,1 of 4,2015-05-21,2015-07-08,,J. Anderson,   Accession # 64654,Collector's # 76,25/10/1957/,,,,N,W,"Habitat:  White birch, red maple, sphagnum bottom, open canopy. ","Locality:  Acadian Forest Experimental Station, Sunbury Co.. ",Notes:  1 of 4.,Duplicate,45.9833,45.9833º N ,66.275,66.275º W,,,"Acadian Forest Experimental Station, Sunbury Co.",45.9833,66.275,,,,,78423,,,,,56985,56985,,
78424,64654,1010,,,UNB,"Cunningham, G.C.",76,25,10,1957,,"White birch, red maple, sphagnum bottom, open canopy",,,New Brunswick,Canada,"Acadian Forest Experimental Station, Sunbury Co.",,,,,,,45,59,,N,66,16.5,,W,,4,,Collector,No reproductive structures seen on specimen,,Rubus hispidus L.      ,2 of 4,2015-05-21,2015-07-08,,J. Anderson,   Accession # 64654,Collector's # 76,25/10/1957/,,,,N,W,"Habitat:  White birch, red maple, sphagnum bottom, open canopy. ","Locality:  Acadian Forest Experimental Station, Sunbury Co.. ",Notes:  2 of 4.,Duplicate,45.9833,45.9833º N ,66.275,66.275º W,,,"Acadian Forest Experimental Station, Sunbury Co.",45.9833,66.275,,,,,78424,,,,,56985,56985,,
78425,64654,1010,,,UNB,"Cunningham, G.C.",76,25,10,1957,,"White birch, red maple, sphagnum bottom, open canopy",,,New Brunswick,Canada,"Acadian Forest Experimental Station, Sunbury Co.",,,,,,,45,59,,N,66,16.5,,W,,4,,Collector,Specimen has flowers,,Rubus hispidus L.      ,3 of 4,2015-05-21,2015-07-08,,J. Anderson,   Accession # 64654,Collector's # 76,25/10/1957/,,,,N,W,"Habitat:  White birch, red maple, sphagnum bottom, open canopy. ","Locality:  Acadian Forest Experimental Station, Sunbury Co.. ",Notes:  3 of 4.,Duplicate,45.9833,45.9833º N ,66.275,66.275º W,,,"Acadian Forest Experimental Station, Sunbury Co.",45.9833,66.275,,,,,78425,,,,,56985,56985,,
78426,64654,1010,,,UNB,"Cunningham, G.C.",76,25,10,1957,,"White birch, red maple, sphagnum bottom, open canopy",,,New Brunswick,Canada,"Acadian Forest Experimental Station, Sunbury Co.",,,,,,,45,59,,N,66,16.5,,W,,4,,Collector,No reproductive structures seen on specimen,,Rubus hispidus L.      ,4 of 4,2015-05-21,2015-07-08,,J. Anderson,   Accession # 64654,Collector's # 76,25/10/1957/,,,,N,W,"Habitat:  White birch, red maple, sphagnum bottom, open canopy. ","Locality:  Acadian Forest Experimental Station, Sunbury Co.. ",Notes:  4 of 4.,Duplicate,45.9833,45.9833º N ,66.275,66.275º W,,,"Acadian Forest Experimental Station, Sunbury Co.",45.9833,66.275,,,,,78426,,,,,56985,56985,,
78428,64623,4120,,,UNB,"Taylor, A.R.A.",9054,3,8,1944,,,,,Nunavut,Canada,"Site XIV, Christie Island",,,,,,,,,,,,,,,,5,,Databaser,Specimen has flowers,18,Silene suecica (Lodd.) Greuter & Burdet      ,,2015-05-22,2015-06-10,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64623,Collector's # 9054,3/8/1944/,,,,,,,"Locality:  Site XIV, Christie Island. ",,Unique,,,,,,,Specific location data for rare species is available on request,,,,,,,78428,,57,-76.7,,56985,56985,57º N ,-76.7º W
78429,64627,1781,,,UNB,"Taylor, A.R.A.",9065,,,1944,,,,,,Canada,,,,,,,,,,,,,,,,,,,,Specimen is reproductive,18,Botrychium lunaria (L.) Sw.      ,,2015-05-22,2015-06-10,,J. Anderson,   Accession # 64627,Collector's # 9065,00/00/1944/,,,,,,,,,Duplicate,,,,,,,Specific location data for rare species is available on request,,,,,,,78429,,,,,56985,56985,,
78430,64626,2896,,,UNB,"Taylor, A.R.A.",9063,,,1944,,,,,,Canada,,,,,,,,,,,,,,,,,,,,Specimen has flowers,18,Pyrola grandiflora Radius      ,,2015-05-22,2015-06-10,,J. Anderson,   Accession # 64626,Collector's # 9063,00/00/1944/,,,,,,,,,Duplicate,,,,,,,,,,,,,,78430,,,,,56985,56985,,
78431,64624,1346,,,UNB,"Taylor, A.R.A.",9053,3,8,1944,,,,,Nunavut,Canada,"Site XIV, Christie Island",,,,,,,,,,,,,,,,5,,Databaser,Specimen has flowers,18,Mertensia maritima (L.) S.F. Gray      ,,2015-05-22,2015-06-10,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64624,Collector's # 9053,3/8/1944/,,,,,,,"Locality:  Site XIV, Christie Island. ",,Duplicate,,,,,,,"Site XIV, Christie Island",,,,,,,78431,,57,-76.7,,56985,56985,57º N ,-76.7º W
78432,64611,4121,,,UNB,"Taylor, A.R.A.",9067,4,8,1944,,,,,Nunavut,Canada,"Site XIV, Christie Island",,,,,,,,,,,,,,,,5,,Databaser,Specimen has flowers,18,Taraxacum laurentianum Fernald      ,,2015-05-22,2015-06-10,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64611,Collector's # 9067,4/8/1944/,,,,,,,"Locality:  Site XIV, Christie Island. ",,Unique,,,,,,,Specific location data for rare species is available on request,,,,,,,78432,,57,-76.7,,56985,56985,57º N ,-76.7º W
78433,64621,327,,,UNB,"Taylor, A.R.A.",9070,,,1944,,,,,Nunavut,Canada,"Site XIV, Christie Island",,,,,,,,,,,,,,,,5,,Databaser,Specimen is reproductive,18,Carex capillaris L.      ,,2015-05-22,2015-06-10,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64621,Collector's # 9070,00/00/1944/,,,,,,,"Locality:  Site XIV, Christie Island. ",,Duplicate,,,,,,,"Site XIV, Christie Island",,,,,,,78433,,57,-76.7,,56985,56985,57º N ,-76.7º W
78434,64622,2679,,,UNB,"Taylor, A.R.A.",9069,,,1944,,,,,Nunavut,Canada,"Site XIV, Christie Island",,,,,,,,,,,,,,,,5,,Databaser,Specimen has flowers,18,Astragalus alpinus L.      ,,2015-05-22,2015-06-10,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64622,Collector's # 9069,00/00/1944/,,,,,,,"Locality:  Site XIV, Christie Island. ",,Duplicate,,,,,,,"Site XIV, Christie Island",,,,,,,78434,,57,-76.7,,56985,56985,57º N ,-76.7º W
78435,64596,3151,,,UNB,"Taylor, A.R.A.",9288B,15,8,1944,,,,,Nunavut,Canada,"Site XVI, Driftwood Island",,,,,,,,,,,,,,,,5,,Databaser,Specimen has flowers,18,Saxifraga hirculus L.      ,,2015-05-22,2015-06-10,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64596,Collector's # 9288B,15/8/1944/,,,,,,,"Locality:  Site XVI, Driftwood Island. ",,Duplicate,,,,,,,"Site XVI, Driftwood Island",,,,,,,78435,,57.3,-78.4,,56985,56985,57.3º N ,-78.4º W
78436,64620,4122,,,UNB,"Taylor, A.R.A.",9218,7,8,1944,,,,,Quebec,Canada,"Site XV, Nastapoka Falls",,,,,,,,,,,,,,,,5,,Databaser,No reproductive structures seen on specimen,18,Lycopodium complanatum L.      ,,2015-05-22,2015-08-26,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64620,Collector's # 9218,7/8/1944/,,,,,,,"Locality:  Site XV, Nastapoka Falls. ",,Unique,,,,,,,Specific location data for rare species is available on request,,,,,,,78436,,56.9,-76.5,,56985,56985,56.9º N ,-76.5º W
78437,64619,1281,,,UNB,"Taylor, A.R.A.",9220,7,8,1944,,,,,Quebec,Canada,"Site XV, Nastapoka Falls",,,,,,,,,,,,,,,,5,,Databaser,Specimen has flowers,18,Rhododendron groenlandicum (Oeder) Kron & Judd      ,,2015-05-22,2015-08-26,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64619,Collector's # 9220,7/8/1944/,,,,,,,"Locality:  Site XV, Nastapoka Falls. ",,Duplicate,,,,,,,"Site XV, Nastapoka Falls",,,,,,,78437,,56.9,-76.5,,56985,56985,56.9º N ,-76.5º W
78438,64618,2761,,,UNB,"Taylor, A.R.A.",9219,7,8,1944,,,,,Quebec,Canada,"Site XV, Nastapoka Falls",,,,,,,,,,,,,,,,5,,Databaser,Specimen is reproductive,18,Alnus incana (L.) Moench      ,,2015-05-22,2015-08-26,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64618,Collector's # 9219,7/8/1944/,,,,,,,"Locality:  Site XV, Nastapoka Falls. ",,Duplicate,,,,,,,"Site XV, Nastapoka Falls",,,,,,,78438,,56.9,-76.5,,56985,56985,56.9º N ,-76.5º W
78439,64617,458,,,UNB,"Taylor, A.R.A.",9216,7,8,1944,,,,,Quebec,Canada,Nastapoka Falls,,,,,,,,,,,,,,,,5,,Databaser,Specimen has flowers,18,Eriophorum angustifolium Honckeny      ,,2015-05-22,2015-08-26,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64617,Collector's # 9216,7/8/1944/,,,,,,,Locality:  Nastapoka Falls. ,,Duplicate,,,,,,,Nastapoka Falls,,,,,,,78439,,56.9,-76.5,,56985,56985,56.9º N ,-76.5º W
78440,64616,3156,,,UNB,"Taylor, A.R.A.",9215,7,8,1944,,,,,Quebec,Canada,Nastapoka Falls,,,,,,,,,,,,,,,,5,,Databaser,Specimen has flowers,18,Saxifraga serpyllifolia Pursh      ,,2015-05-22,2015-08-26,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64616,Collector's # 9215,7/8/1944/,,,,,,,Locality:  Nastapoka Falls. ,,Duplicate,,,,,,,Nastapoka Falls,,,,,,,78440,,56.9,-76.5,,56985,56985,56.9º N ,-76.5º W
78441,64615,922,,,UNB,"Taylor, A.R.A.",9102,4,8,1944,,,,,Nunavut,Canada,"Site XIII, Christie Island",,,,,,,,,,,,,,,,5,,Databaser,Specimen has both fruit and flowers,18,Saxifraga paniculata P. Miller      ,,2015-05-22,2015-06-10,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64615,Collector's # 9102,4/8/1944/,,,,,,,"Locality:  Site XIII, Christie Island. ",,Duplicate,,,,,,,Specific location data for rare species is available on request,,,,,,,78441,,57,-76.7,,56985,56985,57º N ,-76.7º W
78442,64614,1460,,,UNB,"Taylor, A.R.A.",9101,3,7,1944,,,,,Quebec,Canada,"Site XIII, SW of Lake Minto",,,,,,,,,,,,,,,,5,,Databaser,No reproductive structures seen on specimen,18,Plantago maritima L. var. juncoides (Lam.) Gray   ,,2015-05-22,2015-08-26,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64614,Collector's # 9101,3/7/1944/,,,,,,,"Locality:  Site XIII, SW of Lake Minto. ",,Duplicate,,,,,,,"Site XIII, SW of Lake Minto",,,,,,,78442,,57.1,-75.4,,56985,56985,57.1º N ,-75.4º W
78443,64613,86,,,UNB,"Taylor, A.R.A.",9103,3,8,1944,,,,,Nunavut,Canada,Christie Island,,,,,,,,,,,,,,,,5,,Databaser,Specimen has flowers,18,Woodsia glabella R. Br. ex Richardson      ,,2015-05-22,2015-06-10,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64613,Collector's # 9103,3/8/1944/,,,,,,,Locality:  Christie Island. ,,Duplicate,,,,,,,Christie Island,,,,,,,78443,,57,-76.7,,56985,56985,57º N ,-76.7º W
78444,64612,6,,,UNB,"Taylor, A.R.A.",9104,4,8,1944,,,,,Nunavut,Canada,"Site XIII, Christie Island",,,,,,,,,,,,,,,,5,,Databaser,No reproductive structures seen on specimen,18,Equisetum pratense Ehrh.      ,,2015-05-22,2016-03-16,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64612,Collector's # 9104,4/8/1944/,,,,,,,"Locality:  Site XIII, Christie Island. ",,Duplicate,,,,,,,"Site XIII, Christie Island",,,,,,,78444,,57,-76.7,,56985,56985,57º N ,-76.7º W
78446,64609,298,,,UNB,"Taylor, A.R.A.",9083,4,8,1944,,,,,Nunavut,Canada,"Site XIV, Christie Island",,,,,,,,,,,,,,,,5,,Databaser,Specimen has flowers,18,Trisetum spicatum (L.) Richter      ,,2015-05-25,2015-06-10,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64609,Collector's # 9083,4/8/1944/,,,,,,,"Locality:  Site XIV, Christie Island. ",,Duplicate,,,,,,,"Site XIV, Christie Island",,,,,,,78446,,57,-76.7,,56985,56985,57º N ,-76.7º W
78447,64610,4121,,,UNB,"Taylor, A.R.A.",9067a/9067b,4,8,1944,,,,,Nunavut,Canada,"Site XIII, Christie Island",,,,,,,,,,,,,,,,5,,Databaser,Specimen has flowers,18,Taraxacum laurentianum Fernald      ,,2015-05-25,2015-06-10,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64610,Collector's # 9067a/9067b,4/8/1944/,,,,,,,"Locality:  Site XIII, Christie Island. ",,Duplicate,,,,,,,Specific location data for rare species is available on request,,,,,,,78447,,57,-76.7,,56985,56985,57º N ,-76.7º W
78448,64608,3660,,,UNB,"Taylor, A.R.A.",9083c,4,8,1944,,,,,Nunavut,Canada,"Site XIV, Christie Island",,,,,,,,,,,,,,,,5,,Databaser,Specimen has flowers,18,Poa arctica R. Br.      ,,2015-05-25,2015-06-10,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64608,Collector's # 9083c,4/8/1944/,,,,,,,"Locality:  Site XIV, Christie Island. ",,Duplicate,,,,,,,"Site XIV, Christie Island",,,,,,,78448,,57,-76.7,,56985,56985,57º N ,-76.7º W
78449,64605,1265,,,UNB,"Taylor, A.R.A.",9052,30,7,1944,,,,,Nunavut,Canada,"Site XIII, Christie Island",,,,,,,,,,,,,,,,5,,Databaser,Specimen has flowers,18,Pyrola asarifolia Michx.      ,,2015-05-25,2015-06-10,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64605,Collector's # 9052,30/7/1944/,,,,,,,"Locality:  Site XIII, Christie Island. ",,Duplicate,,,,,,,"Site XIII, Christie Island",,,,,,,78449,,57,-76.7,,56985,56985,57º N ,-76.7º W
78450,64604,403,,,UNB,"Taylor, A.R.A.",9221,7,8,1944,,,,,Quebec,Canada,"Site XX, Nastapoka Falls",,,,,,,,,,,,,,,,5,,Databaser,Specimen is reproductive,18,Carex rariflora (Wahl.) Sm.      ,,2015-05-25,2015-08-26,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64604,Collector's # 9221,7/8/1944/,,,,,,,"Locality:  Site XX, Nastapoka Falls. ",,Duplicate,,,,,,,Specific location data for rare species is available on request,,,,,,,78450,,56.9,-76.5,,56985,56985,56.9º N ,-76.5º W
78451,64606,3703,,,UNB,"Taylor, A.R.A.",9036,30,7,1944,,,,,Nunavut,Canada,"Site XIII, Christie Island",,,,,,,,,,,,,,,,5,,Databaser,Specimen is reproductive,18,Festuca brachyphylla Schultes      ,,2015-05-25,2015-06-10,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64606,Collector's # 9036,30/7/1944/,,,,,,,"Locality:  Site XIII, Christie Island. ",,Duplicate,,,,,,,"Site XIII, Christie Island",,,,,,,78451,,57,-76.7,,56985,56985,57º N ,-76.7º W
78453,64597,311,,,UNB,"Taylor, A.R.A.",9288B,15,8,1944,,,,,Nunavut,Canada,"Site XVI, Driftwood Island",,,,,,,,,,,,,,,,5,,Databaser,Specimen is reproductive,18,Carex aquatilis Wahlenb.      ,,2015-05-25,2015-06-10,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64597,Collector's # 9288B,15/8/1944/,,,,,,,"Locality:  Site XVI, Driftwood Island. ",,Duplicate,,,,,,,"Site XVI, Driftwood Island",,,,,,,78453,,57.3,-78.4,,56985,56985,57.3º N ,-78.4º W
78454,64603,921,,,UNB,"Taylor, A.R.A.",9222,7,8,1944,,,,,Quebec,Canada,"Site XV, Nastapoka Falls",,,,,,,,,,,,,,,,5,,Databaser,No reproductive structures seen on specimen,18,Ribes triste Pallas      ,,2015-05-25,2015-08-26,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64603,Collector's # 9222,7/8/1944/,,,,,,,"Locality:  Site XV, Nastapoka Falls. ",,Duplicate,,,,,,,"Site XV, Nastapoka Falls",,,,,,,78454,,56.9,-76.5,,56985,56985,56.9º N ,-76.5º W
78455,64601,3891,,,UNB,"Taylor, A.R.A.",9478,6,9,1944,,,,,Quebec,Canada,"Site XXIV, Port Harrison",,,,,,,,,,,,,,,,5,,Databaser,Specimen is reproductive,18,Poa alpina L.      ,,2015-05-25,2015-08-26,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64601,Collector's # 9478,6/9/1944/,,,,,,,"Locality:  Site XXIV, Port Harrison. ",,Duplicate,,,,,,,"Site XXIV, Port Harrison",,,,,,,78455,,58.5,-78.2,,56985,56985,58.5º N ,-78.2º W
78456,64600,1290,,,UNB,"Taylor, A.R.A.",9479,9,9,1944,,,,,Quebec,Canada,"Site XXIV, Port Harrison",,,,,,,,,,,,,,,,5,,Databaser,No reproductive structures seen on specimen,18,Vaccinium uliginosum L.      ,,2015-05-25,2015-08-26,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64600,Collector's # 9479,9/9/1944/,,,,,,,"Locality:  Site XXIV, Port Harrison. ",,Duplicate,,,,,,,Specific location data for rare species is available on request,,,,,,,78456,,58.5,-78.2,,56985,56985,58.5º N ,-78.2º W
78457,64543,210,,,UNB,"Taylor, A.R.A.",9192B,7,8,1944,,,,,Nunavut,Canada,"Site XV, Christie Island",,,,,,,,,,,,,,,,5,,Databaser,Specimen is reproductive,18,"Leymus mollis (Trin.) Hara      Det G Bishop, May 20, 2015",,2015-05-26,2015-06-10,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64543,Collector's # 9192B,7/8/1944/,,,,,,,"Locality:  Site XV, Christie Island. ",,Duplicate,,,,,,,"Site XV, Christie Island",,,,,,,78457,,57,-76.7,,56985,56985,57º N ,-76.7º W
78458,64542,210,,,UNB,"Taylor, A.R.A.",9192A,7,8,1944,,,,,Nunavut,Canada,"Site XV, Christie Island",,,,,,,,,,,,,,,,5,,Databaser,Specimen is reproductive,18,"Leymus mollis (Trin.) Hara      Det G. Bishop May 20, 2015",,2015-05-26,2015-06-10,Georef inferred from Taylor's itinerary,J. Anderson,   Accession # 64542,Collector's # 9192A,7/8/1944/,,,,,,,"Locality:  Site XV, Christie Island. ",,Duplicate,,,,,,,"Site XV, Christie Island",,,,,,,78458,,57,-76.7,,56985,56985,57º N ,-76.7º W
78459,64668,915,,,UNB,"Fournier, R.; Mills, E.; Tyrell, C.",,28,6,2012,,,,Charlotte,New Brunswick,Canada,Southern Wolf Island,,,,,,,,,,,,,,,,4,,Collector,Specimen is reproductive,,Ribes glandulosum Grauer      ,,2015-05-26,2015-07-08,,J. Anderson,   Accession # 64668,,28/6/2012/,Charlotte Co.,,,,,,Locality:  Southern Wolf Island. ,,Duplicate,,,,,,,Southern Wolf Island,,,,,,,78459,,44.93342,-66.7322,,56985,56985,44.9334º N ,-66.7322º W
78460,64667,534,,,UNB,"Fournier, R.; Mills, E.; Tyrell, C.",,28,6,2012,,,,Charlotte,New Brunswick,Canada,Southern Wolf Island,,,,,,,,,,,,,,,,4,,Collector,Specimen has flowers,,Luzula multiflora (Ehrh.) Lej.      Det M. Young Dec 2012,,2015-05-26,2015-07-08,,J. Anderson,   Accession # 64667,,28/6/2012/,Charlotte Co.,,,,,,Locality:  Southern Wolf Island. ,,Duplicate,,,,,,,Southern Wolf Island,,,,,,,78460,,44.93342,-66.7322,,56985,56985,44.9334º N ,-66.7322º W
78461,64666,410,,,UNB,"Fournier, R.; Mills, E.; Tyrell, C.",,28,6,2012,,,,Charlotte,New Brunswick,Canada,Southern Wolf Island,,,,,,,,,,,,,,,,4,,Collector,Specimen has flowers,,Carex scoparia Schkuhr ex Willd.      Det G.B. Dec 2012,,2015-05-26,2015-07-08,,J. Anderson,   Accession # 64666,,28/6/2012/,Charlotte Co.,,,,,,Locality:  Southern Wolf Island. ,,Duplicate,,,,,,,Southern Wolf Island,,,,,,,78461,,44.93342,-66.7322,,56985,56985,44.9334º N ,-66.7322º W
