31241,10637,651,,,UNB,"Roberts, P.R.; Bateman, N.",64-3365,12,8,1964,,stream edge,,Restigouche,New Brunswick,Canada,Pemouet Brook Road at Wild Goose Branch bridge,,,,19,566201,5292164,47.7794,,,N,68.11629,,,W,,3.5,21 N/16,ACCDC,Specimen has Fruit but no Flowers,,Betula papyrifera Marsh.      ,,2004-01-06,2015-07-08,,,   Accession # 10637,Collector's # 64-3365,,Restigouche Co.,UTM 19 566201 5292164,,N,W,Habitat:  stream edge. ,Locality:  Pemouet Brook Road at Wild Goose Branch bridge. ,,Duplicate,47.7794,47.7794º N ,68.1163,68.1163º W,,,Pemouet Brook Road at Wild Goose Branch bridge,47.7794,68.1163,,,,,,,,,,56985,56985,,
28592,10644,1589,,,UNB,"Roberts, P.R.; Bateman, N.",64-3364,12,8,1964,,stream edge,,Restigouche,New Brunswick,Canada,Pemouet Brook road at Wild Goose Brook bridge,,,,19,566201,5292164,47.7794,,,N,68.11629,,,W,,3.5,21 N/16,ACCDC,Specimen has both Fruit and Flowers,,Cirsium muticum Michx.      ,,2003-10-31,2015-07-08,,,   Accession # 10644,Collector's # 64-3364,,Restigouche Co.,UTM 19 566201 5292164,,N,W,Habitat:  stream edge. ,Locality:  Pemouet Brook road at Wild Goose Brook bridge. ,,Duplicate,47.7794,47.7794º N ,68.1163,68.1163º W,,,Pemouet Brook road at Wild Goose Brook bridge,47.7794,68.1163,,,,,,,,,,56985,56985,,
25177,10902,1232,,,UNB,"Roberts, P.R.; Bateman, N.",64-3371,12,8,1964,,Stream edge,,Restigouche,New Brunswick,Canada,Pemouet Bk. Rd. at Wild Goose Bra. bridge,,,,19,566201,5292164,47.7794,,,N,68.11629,,,W,83,3.5,21 N/16,ACCDC,Specimen has Flowers or Flower Buds,,Conioselinum chinense (L.) BSP.      ,,2002-06-25,2015-11-25,,,   Accession # 10902,Collector's # 64-3371,,Restigouche Co.,UTM 19 566201 5292164,,N,W,Habitat:  Stream edge. ,Locality:  Pemouet Bk. Rd. at Wild Goose Bra. bridge. ,,Duplicate,47.7794,47.7794º N ,68.1163,68.1163º W,,,Pemouet Bk. Rd. at Wild Goose Bra. bridge,47.7794,68.1163,,,,,,,,,,56985,56985,,
27059,10904,1224,,,UNB,"Roberts, P.R.; Bateman, N.",64-3373,12,8,1964,,stream edge,,Restigouche,New Brunswick,Canada,Pemouet Bk. Rd. at Wild Goose Bra. bridge,,,,19,566201,5292160,47.7794,,,N,68.11629,,,W,,3.5,21 N/16,ACCDC,Specimen has Fruit but no Flowers,,Ligusticum scothicum L. Angelica atropurpurea L.      ,,2003-09-03,2015-07-08,,,   Accession # 10904,Collector's # 64-3373,,Restigouche Co.,UTM 19 566201 5292160,Det.   H. Hinds 1984,N,W,Habitat:  stream edge. ,Locality:  Pemouet Bk. Rd. at Wild Goose Bra. bridge. ,,Duplicate,47.7794,47.7794º N ,68.1163,68.1163º W,,,Pemouet Bk. Rd. at Wild Goose Bra. bridge,47.7794,68.1163,,,,,,H. Hinds 1984,,,,56985,56985,,
43627,10936,1869,,Calamagrostis canadensis (Michx.) P. Beauv.      ,UNB,"Roberts, P.R.; Bateman, N.",64-3381,12,8,1964,,stream edge,,Restigouche,New Brunswick,Canada,Pemouet Brook Road at Wild Goose Branch bridge,,,,19,566201,5292160,47.7794,,,N,68.11629,,,W,,3.5,21 N/16,ACCDC,Specimen is Reproductive,,Calamagrostis canadensis (Michx.) P. Beauv.      ,,2006-06-02,2015-07-08,,Dorothy,   Accession # 10936,Collector's # 64-3381,,Restigouche Co.,UTM 19 566201 5292160,,N,W,Habitat:  stream edge. ,Locality:  Pemouet Brook Road at Wild Goose Branch bridge. ,,Duplicate,47.7794,47.7794º N ,68.1163,68.1163º W,,,Pemouet Brook Road at Wild Goose Branch bridge,47.7794,68.1163,,,,,,,,,,56985,56985,,
46391,1097,534,,,UNB,"Roberts, P.R.",60-146,8,6,1960,,damp meadows at roadside,,York,New Brunswick,Canada,"Maryland Road at Ranger School, Fredericton",,,,,,,45.9275,,,N,66.6648,,,W,,3.5,21 G/15,UNB,Specimen is Reproductive,,L. campestrisLuzula multiflora (Ehrh.) Lej. 1999 McLeod     ,,2006-12-01,2015-07-08,,Dorothy,   Accession # 1097,Collector's # 60-146,,York Co.,,,N,W,Habitat:  damp meadows at roadside. ,"Locality:  Maryland Road at Ranger School, Fredericton. ",,Duplicate,45.9275,45.9275º N ,66.6648,66.6648º W,,,"Maryland Road at Ranger School, Fredericton",45.9275,66.6648,,,,,,,,,,56985,56985,,
6483,11038,336,,,UNB,"Roberts, P.R.; Bateman, N.",64-3378,12,8,1964,,Stream edge.,,Restigouche,New Brunswick,Canada,Pemouet Bk. Rd at Wild Goose Bridge,,,,19,566201,5292160,47.7794,,,N,68.11629,,,W,,3.5,21 N/16,ACCDC,Specimen is Reproductive,,Carex crawfordii Fern.      ,,2006-08-22,2015-07-08,,Meghan,   Accession # 11038,Collector's # 64-3378,,Restigouche Co.,UTM 19 566201 5292160,,N,W,Habitat:  Stream edge.. ,Locality:  Pemouet Bk. Rd at Wild Goose Bridge. ,,Duplicate,47.7794,47.7794º N ,68.1163,68.1163º W,,,Pemouet Bk. Rd at Wild Goose Bridge,47.7794,68.1163,,,,n,6483,,,,,56985,56985,,
7495,11054,365,,,UNB,"Roberts, P.R.; Bateman, N.",64-3205,10,8,1964,,"Mixed woods - birches, maples and softwoods.",,Madawaska,New Brunswick,Canada,Road between Clair and Long Sett. [Concession des Lang],,,,19,528728,5235425,47.271671,,,N,68.62019,,,W,,3.5,21 N/07,ACCDC,Specimen is Reproductive,,Carex intumescens Rudge      ,,2006-09-28,2015-07-08,,meghan,   Accession # 11054,Collector's # 64-3205,,Madawaska Co.,UTM 19 528728 5235425,,N,W,"Habitat:  Mixed woods - birches, maples and softwoods.. ",Locality:  Road between Clair and Long Sett. [Concession des Lang]. ,,Duplicate,47.2717,47.2717º N ,68.6202,68.6202º W,,,Road between Clair and Long Sett. [Concession des Lang],47.2717,68.6202,,,,n,7495,,,,,56985,56985,,
48034,11075,401,,,UNB,"Roberts, P.R.; Bateman, N.",64-3377,12,8,1964,,stream edge,,Restigouche,New Brunswick,Canada,Pemouet Brook Road at Wild Goose Branch bridge,,,,19,566201,5292160,47.7794,,,N,68.11629,,,W,,3.5,21 N/16,ACCDC,Specimen is Reproductive,,C. tribuloidesCarex projecta Mack. 1983 Hinds     ,,2007-02-05,2015-07-08,,Dorothy,   Accession # 11075,Collector's # 64-3377,12/8/1964/,Restigouche Co.,UTM 19 566201 5292160,,N,W,Habitat:  stream edge. ,Locality:  Pemouet Brook Road at Wild Goose Branch bridge. ,,Duplicate,47.7794,47.7794º N ,68.1163,68.1163º W,,,Pemouet Brook Road at Wild Goose Branch bridge,47.7794,68.1163,,,,,,,,,,56985,56985,,
32036,11097,861,,,UNB,"Roberts, P.R.; Bateman, N.",64-3382,12,8,1964,,stream edge,,Restigouche,New Brunswick,Canada,Pemouet Brook Road at Wild Goose Branch bridge,,,,19,566201,5292160,47.7794,,,N,68.11629,,,W,,3.5,21 N/16,ACCDC,Specimen has Fruit but no Flowers,,Cardamine pensylvanica Muhl.      ,,2004-01-22,2015-07-08,,,   Accession # 11097,Collector's # 64-3382,,Restigouche Co.,UTM 19 566201 5292160,,N,W,Habitat:  stream edge. ,Locality:  Pemouet Brook Road at Wild Goose Branch bridge. ,,Duplicate,47.7794,47.7794º N ,68.1163,68.1163º W,,,Pemouet Brook Road at Wild Goose Branch bridge,47.7794,68.1163,,,,,,,,,,56985,56985,,
39179,11211,785,,Stellaria longifolia,UNB,"Roberts, P.R.; Bateman, N.",64-3375,12,8,1964,,stream edge,,Restigouche,New Brunswick,Canada,Pemouet Bk Rd at Wild Goose Branch bridge,,,,19,566201,5292160,47.7794,,,N,68.11629,,,W,,3.5,21 N/16,ACCDC,,,Stellaria longifolia Muhl. ex Willd.      ,,2004-08-19,2015-07-08,,,   Accession # 11211,Collector's # 64-3375,,Restigouche Co.,UTM 19 566201 5292160,,N,W,Habitat:  stream edge. ,Locality:  Pemouet Bk Rd at Wild Goose Branch bridge. ,,Duplicate,47.7794,47.7794º N ,68.1163,68.1163º W,,,Specific location data for rare species is available on request,,,,,,,,,,,,56985,56985,,
46462,11308,536,,,UNB,"Roberts, P.R.; Bateman, N.",64-3213,10,8,1964,,"mixed woods, birches, maples and softwoods",,Madawaska,New Brunswick,Canada,road between Clair and Long Settlement [Concession des Lang],,,,19,528728,5235425,47.271671,,,N,68.62019,,,W,,3.5,21 N/07,ACCDC,Specimen is Reproductive,,L. parvifloraLuzula parviflora (Ehrh.) Desv. var. melanocarpa (Michx.) Buchenau 1983 Hinds  ,,2006-12-07,2015-07-08,,Dorothy,   Accession # 11308,Collector's # 64-3213,,Madawaska Co.,UTM 19 528728 5235425,,N,W,"Habitat:  mixed woods, birches, maples and softwoods. ",Locality:  road between Clair and Long Settlement [Concession des Lang]. ,,Duplicate,47.2717,47.2717º N ,68.6202,68.6202º W,,,road between Clair and Long Settlement [Concession des Lang],47.2717,68.6202,,,,,,,,,,56985,56985,,
48326,11424,415,,,UNB,"Roberts, P.R.; Bateman, N.",64-3368,12,8,1964,,stream edge,,Restigouche,New Brunswick,Canada,"Pemouet Brook Road, at Wild Goose Branch bridge",,,,19,566201,5292164,47.7794,,,N,68.11629,,,W,,3.5,21 N/16,ACCDC,Specimen is Reproductive,,Carex stipata Muhl.      ,,2007-02-28,2015-07-08,,Dorothy,   Accession # 11424,Collector's # 64-3368,12/8/1964/,Restigouche Co.,UTM 19 566201 5292164,,N,W,Habitat:  stream edge. ,"Locality:  Pemouet Brook Road, at Wild Goose Branch bridge. ",,Duplicate,47.7794,47.7794º N ,68.1163,68.1163º W,,,"Pemouet Brook Road, at Wild Goose Branch bridge",47.7794,68.1163,,,,,,,,,,56985,56985,,
43538,11565,179,,Bromus ciliatus L.      ,UNB,"Roberts, P.R.; Bateman, N.",64-3215,10,8,1964,,"mixed woods, birches, maples and softwoods",,Madawaska,New Brunswick,Canada,road between Clair and Long Sett. [Concession des Lang],,,,19,528728,5235425,47.271671,,,N,68.62019,,,W,,3.5,21 N/07,ACCDC,Specimen is Reproductive,,B. ciliatus L. var. intonsus Fern.Bromus ciliatus L.      ,,2006-06-01,2015-07-08,,Dorothy,   Accession # 11565,Collector's # 64-3215,,Madawaska Co.,UTM 19 528728 5235425,,N,W,"Habitat:  mixed woods, birches, maples and softwoods. ",Locality:  road between Clair and Long Sett. [Concession des Lang]. ,,Duplicate,47.2717,47.2717º N ,68.6202,68.6202º W,,,road between Clair and Long Sett. [Concession des Lang],47.2717,68.6202,,,,,,,,,,56985,56985,,
43728,11584,193,,Cinna latifolia (Trevir. ex Gopp.) Griseb.      ,UNB,"Roberts, P.R.; Bateman, N.",64-3214,10,8,1964,,"mixed woods - birches, maples and softwoods",,Madawaska,New Brunswick,Canada,road between Clair and Long Settlement [Concession des Lang],,,,19,528728,5235425,47.271671,,,N,68.62019,,,W,,3.5,21 N/07,ACCDC,Specimen is Reproductive,,Cinna latifolia (Trevir. ex Gopp.) Griseb.      ,,2006-06-08,2015-07-08,,Dorothy,   Accession # 11584,Collector's # 64-3214,,Madawaska Co.,UTM 19 528728 5235425,,N,W,"Habitat:  mixed woods - birches, maples and softwoods. ",Locality:  road between Clair and Long Settlement [Concession des Lang]. ,,Duplicate,47.2717,47.2717º N ,68.6202,68.6202º W,,,road between Clair and Long Settlement [Concession des Lang],47.2717,68.6202,,,,,,,,,,56985,56985,,
44656,11633,266.5,,,UNB,"Roberts, P.R.; Bateman, N.",64-3380,12,8,1964,,stream edge,,Restigouche,New Brunswick,Canada,Pemouet Brook Road at Wild Goose Branch bridge,,,,19,566201,5292160,47.7794,,,N,68.11629,,,W,,3.5,21 N/16,ACCDC,Specimen is Reproductive,,Poa palustris L.      ,,2006-09-29,2015-07-08,,Dorothy,   Accession # 11633,Collector's # 64-3380,,Restigouche Co.,UTM 19 566201 5292160,,N,W,Habitat:  stream edge. ,Locality:  Pemouet Brook Road at Wild Goose Branch bridge. ,,Duplicate,47.7794,47.7794º N ,68.1163,68.1163º W,,,Pemouet Brook Road at Wild Goose Branch bridge,47.7794,68.1163,,,,y,44656,,,,,56985,56985,,
35476,11722,1279,,,UNB,"Roberts, P.R.; Pugh, B.",65-777,16,6,1965,,rocky outcrops adjoining dikes cover softwoods,,Albert,New Brunswick,Canada,Haw Haw Bay S of Harvey Bank,,,,,,,45.7235,,,N,64.6726,,,W,,3.5,21 H/10,UNB,Specimen has Fruit but no Flowers,,Kalmia angustifolia L.      ,,2004-04-19,2015-07-08,,,   Accession # 11722,Collector's # 65-777,,Albert Co.,,,N,W,Habitat:  rocky outcrops adjoining dikes cover softwoods. ,Locality:  Haw Haw Bay S of Harvey Bank. ,,Duplicate,45.7235,45.7235º N ,64.6726,64.6726º W,,,Haw Haw Bay S of Harvey Bank,45.7235,64.6726,,,,,,,,,,56985,56985,,
35155,11808,1096,,,UNB,"Roberts, P.R.; Pugh, B.",65-776,16,6,1965,,rocky outcrops adjoining dikes cover softwoods,,Albert,New Brunswick,Canada,"Haw Haw Bay, S of Harvey Bank",,,,,,,45.7235,,,N,64.6726,,,W,,3.5,21 H/10,UNB,Specimen has neither Fruit nor Flowers,,Empetrum nigrum L.       ,,2004-04-13,2015-07-08,,,   Accession # 11808,Collector's # 65-776,,Albert Co.,,,N,W,Habitat:  rocky outcrops adjoining dikes cover softwoods. ,"Locality:  Haw Haw Bay, S of Harvey Bank. ",,Duplicate,45.7235,45.7235º N ,64.6726,64.6726º W,,,"Haw Haw Bay, S of Harvey Bank",45.7235,64.6726,,,,,,,,,,56985,56985,,
30951,11850,646,,,UNB,"Roberts, P.R.; Pugh, B.",65-755,16,6,1965,,"rocky outcrops adjoining dikes, cover of softwoods",,Albert,New Brunswick,Canada,Haw Haw Bay S of Harvey Bank,,,,,,,45.7235,,,N,64.6726,,,W,,3.5,21 H/10,UNB,Specimen has both Fruit and Flowers,,Alnus viridis (Villars) DC. ssp. crispa (Ait.) Turrill.   ,,2003-12-31,2015-07-08,,,   Accession # 11850,Collector's # 65-755,,Albert Co.,,,N,W,"Habitat:  rocky outcrops adjoining dikes, cover of softwoods. ",Locality:  Haw Haw Bay S of Harvey Bank. ,,Duplicate,45.7235,45.7235º N ,64.6726,64.6726º W,,,Haw Haw Bay S of Harvey Bank,45.7235,64.6726,,,,,,,,,,56985,56985,,
31211,11861,651,,,UNB,"Roberts, P.R.; Pugh, B.",65-765,16,6,1965,,"rocky outcrops adjoining dikes, cover softwoods",,Albert,New Brunswick,Canada,"Haw Haw Bay, S of Harvey Bank",,,,,,,45.7235,,,N,64.6726,,,W,,3.5,21 H/10,UNB,Specimen has neither Fruit nor Flowers,,Betula papyrifera Marsh.      ,,2004-01-06,2015-07-08,,,   Accession # 11861,Collector's # 65-765,,Albert Co.,,,N,W,"Habitat:  rocky outcrops adjoining dikes, cover softwoods. ","Locality:  Haw Haw Bay, S of Harvey Bank. ",,Duplicate,45.7235,45.7235º N ,64.6726,64.6726º W,,,"Haw Haw Bay, S of Harvey Bank",45.7235,64.6726,,,,,,,,,,56985,56985,,
53225,11941,62,,,UNB,"Roberts, P.R.; Pugh, B.",65-754,16,6,1965,,Rocky outcrops adjoining dikes cover - softwoods.,,Albert,New Brunswick,Canada,Haw Haw Bay South of Harvey Bank.,,,,,,,45.7235,,,N,64.6726,,,W,,3.5,21 H/10,UNB,Specimen is reproductive,,Dryopteris x boottii (Tuck.) Underw.      R.M. Tryon (1966),,2007-11-08,2015-07-08,,Margaret,   Accession # 11941,Collector's # 65-754,16/6/1965/,Albert Co.,,,N,W,Habitat:  Rocky outcrops adjoining dikes cover - softwoods.. ,Locality:  Haw Haw Bay South of Harvey Bank.. ,,Duplicate,45.7235,45.7235º N ,64.6726,64.6726º W,,,Haw Haw Bay South of Harvey Bank.,45.7235,64.6726,,,,,,,,,,56985,56985,,
7056,11942,232,,,UNB,"Roberts, P.R.; Bateman, N.",64-935,15,6,1964,,moist gravel roadside,,Carleton,New Brunswick,Canada,2 mi. W of Waterville,,,,,,,46.2838,,,N,67.6096,,,W,,3.5,21 J/04,UNB,Specimen is Reproductive,,G. grandis S. Watts.Glyceria striata (Lam.) Hitchc. var. stricta (Schribn.) Fern 1984 Hinds  ,,2006-08-09,2015-07-08,,Dorothy,   Accession # 11942,Collector's # 64-935,,Carleton Co.,,,N,W,Habitat:  moist gravel roadside. ,Locality:  2 mi. W of Waterville. ,,Duplicate,46.2838,46.2838º N ,67.6096,67.6096º W,,,2 mi. W of Waterville,46.2838,67.6096,,,,n,7056,,,,,56985,56985,,
27700,11956,1112,,,UNB,"Roberts, P.R.; Pugh, B.",65-779,16,6,1965,,"rocky outcrops adjoining dikes, cover of softwoods",,Albert,New Brunswick,Canada,Haw Haw Bay S of Harvey Bank,,,,,,,45.7235,,,N,64.6726,,,W,,3.5,21 H/10,UNB,Specimen has Flowers or Flower Buds,,Narcissus poeticus L.      ,,2003-09-17,2015-07-08,,,   Accession # 11956,Collector's # 65-779,,Albert Co.,,,N,W,"Habitat:  rocky outcrops adjoining dikes, cover of softwoods. ",Locality:  Haw Haw Bay S of Harvey Bank. ,,Duplicate,45.7235,45.7235º N ,64.6726,64.6726º W,,,Haw Haw Bay S of Harvey Bank,45.7235,64.6726,,,,,,,,,,56985,56985,,
33174,11974,1490,,,UNB,"Roberts, P.R.; Pugh, B.",65-764,16,6,1965,,"rocky outcrops adjoining dikes, cover of softwoods",,Albert,New Brunswick,Canada,Haw Haw Bay S of Harvey Bank,,,,,,,45.7235,,,N,64.6726,,,W,,3.5,21 H/10,UNB,Specimen has both Fruit and Flowers,,Sambucus canadensis L.      ,,2004-02-17,2015-07-08,,,   Accession # 11974,Collector's # 65-764,,Albert Co.,,,N,W,"Habitat:  rocky outcrops adjoining dikes, cover of softwoods. ",Locality:  Haw Haw Bay S of Harvey Bank. ,,Duplicate,45.7235,45.7235º N ,64.6726,64.6726º W,,,Haw Haw Bay S of Harvey Bank,45.7235,64.6726,,,,,,,,,,56985,56985,,
37699,12027,915,,,UNB,"Roberts, P.R.; Pugh, B.",65-788,16,6,1965,,rocky outcrops adjoining dikes,,Albert,New Brunswick,Canada,Haw Haw Bay S of Harvey Bank,,,,,,,45.7235,,,N,64.6726,,,W,,3.5,21 H/10,UNB,Specimen has Flowers or Flower Buds,,Ribes glandulosum Grauer      ,,2004-06-23,2015-07-08,,,   Accession # 12027,Collector's # 65-788,,Albert Co.,,,N,W,Habitat:  rocky outcrops adjoining dikes. ,Locality:  Haw Haw Bay S of Harvey Bank. ,,Duplicate,45.7235,45.7235º N ,64.6726,64.6726º W,,,Haw Haw Bay S of Harvey Bank,45.7235,64.6726,,,,,,,,,,56985,56985,,
46873,12446,550,,,UNB,"Roberts, P.R.; Pugh, B.",65-770,16,7,1965,,"rocky outcrops adjoining dikes, cover softwoods",,Albert,New Brunswick,Canada,Haw Haw Bay S of Harvey Bank,,,,,,,45.7235,,,N,64.6726,,,W,,3.5,21 H/10,UNB,Specimen has Flowers or Flower Buds,,Maianthemum canadense Desf.      ,,2007-01-02,2015-07-08,,Dorothy,   Accession # 12446,Collector's # 65-770,16/7/1965/,Albert Co.,,,N,W,"Habitat:  rocky outcrops adjoining dikes, cover softwoods. ",Locality:  Haw Haw Bay S of Harvey Bank. ,,Duplicate,45.7235,45.7235º N ,64.6726,64.6726º W,,,Haw Haw Bay S of Harvey Bank,45.7235,64.6726,,,,,,,,,,56985,56985,,
