63711,7042,910,,,UNB,"Roberts, P.R.; Drury, D.E.",63-120,9,6,1963,,"In running water, edge of trail",,York,New Brunswick,Canada,Mount Hope Trail,,,,,,,46,2,24,N,66,29,18,W,,4,,,No reproductive structures seen on specimen,,Chrysosplenium americanum Schwein.      ,,2011-06-06,2015-07-08,,shortt,   Accession # 7042,Collector's # 63-120,9/6/1963/,York Co.,,,N,W,"Habitat:  In running water, edge of trail. ",Locality:  Mount Hope Trail. ,,Duplicate,46.04,46.04º N ,66.4883,66.4883º W,,,Mount Hope Trail,46.04,66.4883,,,,,63711,,,,,56985,56985,,
37694,7050,915,,,UNB,"Roberts, P.R.; Bateman, N.",64-740,8,6,1964,,birch and fir,,Saint John,New Brunswick,Canada,10 mi SE of county line toward  Martin Head,,,,,,,,,,,,,,,,,,,Specimen has Flowers or Flower Buds,,Ribes glandulosum Grauer      ,,2004-06-23,2015-07-08,,,   Accession # 7050,Collector's # 64-740,,Saint John Co.,,,,,Habitat:  birch and fir. ,Locality:  10 mi SE of county line toward  Martin Head. ,,Duplicate,,,,,,,10 mi SE of county line toward  Martin Head,,,,,,,,,,,,56985,56985,,
27634,7060,1111,,,UNB,"Roberts, P.R.; Bateman, N.",64-850,12,6,1964,,sandy point,,Queens,New Brunswick,Canada,"Palmer's Point, between Douglas Harbour and Princess Park, Grand Lake",,,,19,727341,5090996,45.93489,,,N,66.0674,,,W,,3,21 G/16,ACCDC,Specimen has neither Fruit nor Flowers,,Ilex verticillata (L.) Gray      ,,2003-09-15,2015-07-08,,,   Accession # 7060,Collector's # 64-850,,Queens Co.,UTM 19 727341 5090996,,N,W,Habitat:  sandy point. ,"Locality:  Palmer's Point, between Douglas Harbour and Princess Park, Grand Lake. ",,Duplicate,45.9349,45.9349º N ,66.0674,66.0674º W,,,"Palmer's Point, between Douglas Harbour and Princess Park, Grand Lake",45.9349,66.0674,,,,,,,,,,56985,56985,,
33527,7070,754,,,UNB,"Roberts, P.R.; Bateman, N.",64-722,8,6,1964,,"woods, fir and yellow birch",,Saint John,New Brunswick,Canada,Martin Head,,,,,,,45.4894,,,N,65.1887,,,W,,3,21 H/11,UNB,Specimen has Flowers or Flower Buds,,Cerastium fontanum Baumg. ssp. vulgare (Hartman) Greuter & Burdet   ,,2004-03-08,2015-07-08,,,   Accession # 7070,Collector's # 64-722,8/6/1964/,Saint John Co.,,,N,W,"Habitat:  woods, fir and yellow birch. ",Locality:  Martin Head. ,,Duplicate,45.4894,45.4894º N ,65.1887,65.1887º W,,,Martin Head,45.4894,65.1887,,,,,,,,,,56985,56985,,
32855,7080,1484,,,UNB,"Roberts, P.R.; Bateman, N.",64-1070,22,6,1964,,"hardwood forest, heavy shade",,York,New Brunswick,Canada,top of Crabbe Mountain,,,,,,,,,,,,,,,,,,,Specimen has Fruit but no Flowers,,Lonicera canadensis Bartr. ex Marsh.      ,,2004-02-06,2015-07-08,,,   Accession # 7080,Collector's # 64-1070,,York Co.,,,,,"Habitat:  hardwood forest, heavy shade. ",Locality:  top of Crabbe Mountain. ,,Duplicate,,,,,,,top of Crabbe Mountain,,,,,,,,,,,,56985,56985,,
31551,7090,656,,,UNB,"Roberts, P.R.; Bateman, N.",64-838,12,6,1964,,,,Queens,New Brunswick,Canada,"Palmers Point, between Douglas Harbour and Princess Point, Grand Lake",,,,19,727341,5090996,45.93489,,,N,66.0674,,,W,,3,21 G/16,ACCDC,Specimen has neither Fruit nor Flowers,,Ostrya virginiana (Mill.) Koch      ,,2004-01-12,2015-07-08,,,   Accession # 7090,Collector's # 64-838,12/6/1964/,Queens Co.,UTM 19 727341 5090996,,N,W,,"Locality:  Palmers Point, between Douglas Harbour and Princess Point, Grand Lake. ",,Duplicate,45.9349,45.9349º N ,66.0674,66.0674º W,,,"Palmers Point, between Douglas Harbour and Princess Point, Grand Lake",45.9349,66.0674,,,,,,,,,,56985,56985,,
35915,7100,1288,,,UNB,"Roberts, P.R.; Bateman, N.",64-835,12,6,1964,,dry point,,Queens,New Brunswick,Canada,"Palmers Point, between Princess Park and Douglas Harbour, Grand Lake",,,,19,727341,5090996,45.93489,,,N,66.0674,,,W,,3,21 G/16,ACCDC,Specimen has Flowers or Flower Buds,,Vaccinium myrtilloides Michx.      ,,2004-04-26,2015-07-08,,,   Accession # 7100,Collector's # 64-835,,Queens Co.,UTM 19 727341 5090996,,N,W,Habitat:  dry point. ,"Locality:  Palmers Point, between Princess Park and Douglas Harbour, Grand Lake. ",,Duplicate,45.9349,45.9349º N ,66.0674,66.0674º W,,,"Palmers Point, between Princess Park and Douglas Harbour, Grand Lake",45.9349,66.0674,,,,,,,,,,56985,56985,,
30875,7160,644,,,UNB,"Roberts, P.R.; Bateman, N.",64-1147,22,6,1964,,"black spruce, red spruce, fir, cedar stand",,York,New Brunswick,Canada,Becaguimec Game Refuge,,,,,,,,,,,,,,,,,,,Specimen has Fruit but no Flowers,,Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen.   ,,2003-12-30,2015-07-08,,,   Accession # 7160,Collector's # 64-1147,,York Co.,,,,,"Habitat:  black spruce, red spruce, fir, cedar stand. ",Locality:  Becaguimec Game Refuge. ,,Duplicate,,,,,,,Becaguimec Game Refuge,,,,,,,,,,,,56985,56985,,
33055,7170,1484,,,UNB,"Roberts, P.R.; Bateman, N.",64-1215,22,6,1964,,cedar,,Charlotte,New Brunswick,Canada,Kenneth Road from Centre Glassville to Bath,,,,,,,,,,,,,,,,,,,Specimen has Fruit but no Flowers,,Lonicera canadensis Bartr. ex Marsh.      ,,2004-02-12,2015-07-08,,,   Accession # 7170,Collector's # 64-1215,22/6/1964/,Charlotte Co.,,,,,Habitat:  cedar. ,Locality:  Kenneth Road from Centre Glassville to Bath. ,,Duplicate,,,,,,,Kenneth Road from Centre Glassville to Bath,,,,,,,,,,,,56985,56985,,
33978,7180,783,,,UNB,"Roberts, P.R.; Bateman, N.",67-1242,22,6,1964,,"dry riverbank, boulders and gravel",,Victoria,New Brunswick,Canada,Perth,,,,,,,,,,,,,,,,,,,Specimen has Fruit but no Flowers,,Stellaria graminea L.      ,,2004-03-16,2015-07-08,,,   Accession # 7180,Collector's # 67-1242,,Victoria Co.,,,,,"Habitat:  dry riverbank, boulders and gravel. ",Locality:  Perth. ,,Duplicate,,,,,,,Perth,,,,,,,,,,,,56985,56985,,
63207,7193,624,,,UNB,"Roberts, P.R.; Bateman, N.",64-630,9,6,1964,,"very dry, hardwoods in valleys and softwoods ",,Kings,New Brunswick,Canada,Hawkes Bridge over Trout Brook W of Waterford,,,,,,,45,40,52,N,65,22,12,W,,4,,,Specimen has flowers,,Salix discolor Muhl.      ,,2011-05-17,2015-07-08,,shortt,   Accession # 7193,Collector's # 64-630,9/6/1964/,Kings Co.,,,N,W,"Habitat:  very dry, hardwoods in valleys and softwoods . ",Locality:  Hawkes Bridge over Trout Brook W of Waterford. ,,Duplicate,45.6811,45.6811º N ,65.37,65.37º W,,,Hawkes Bridge over Trout Brook W of Waterford,45.6811,65.37,,,,,63207,,,,,56985,56985,,
62931,7200,619,,,UNB,"Roberts, P.R.; Bateman, N.",64-847,12,6,1964,,field by roadside,,Queens,New Brunswick,Canada,"Palmers Point, between Douglas Harbour and Princess Park",,,,,,,45,54,51,N,66,5,48,W,,4,,,No reproductive structures seen on specimen,,Populus grandidentata Michx.      ,,2011-05-05,2015-07-08,,shortt,   Accession # 7200,Collector's # 64-847,12/6/1964/,Queens Co.,,,N,W,Habitat:  field by roadside. ,"Locality:  Palmers Point, between Douglas Harbour and Princess Park. ",,Duplicate,45.9142,45.9142º N ,66.0967,66.0967º W,,,"Palmers Point, between Douglas Harbour and Princess Park",45.9142,66.0967,,,,,62931,,,,,56985,56985,,
63377,7210,626,,,UNB,"Roberts, P.R.; Drury, D.E.",63-1290,9,8,1963,,Stony shore,,Carleton,New Brunswick,Canada,"Saint John River at Florenceville, ",,,,,,,46,26,29,N,67,37,10,W,,4,,,No reproductive structures seen on specimen,,Salix interior Rowlee Salix exigua Nutt 1984Salix exigua Nutt. ssp. interior (Rowlee) Cronq.   ,,2011-05-25,2015-07-08,,shortt,   Accession # 7210,Collector's # 63-1290,9/8/1963/,Carleton Co.,,,N,W,Habitat:  Stony shore. ,"Locality:  Saint John River at Florenceville, . ",,Duplicate,46.4414,46.4414º N ,67.6194,67.6194º W,,,"Saint John River at Florenceville, ",46.4414,67.6194,,,,,63377,,,,,56985,56985,,
55012,7220,692,,,UNB,"Roberts, P.R.; Drury, D.E.",63-2146,2,9,1963,,Marsh,,Westmorland,New Brunswick,Canada,"Chignecto dry dock area, Tantramar Marshes ",,,,,,,45,55,,N,64,18,,W,,,,,Specimen is reproductive,,Persicaria hydropiper (L.) P.M. Opiz      ,Mapped for NB Flora,2010-09-10,2015-07-08,,shortt,   Accession # 7220,Collector's # 63-2146,2/9/1963/,Westmorland Co.,,,N,W,Habitat:  Marsh. ,"Locality:  Chignecto dry dock area, Tantramar Marshes . ",Notes:  Mapped for NB Flora.,Duplicate,45.9167,45.9167º N ,64.3,64.3º W,,,"Chignecto dry dock area, Tantramar Marshes ",45.9167,64.3,,,,,55012,,,,,56985,56985,,
663,7230,1263,,Pterospora andromedea,UNB,"Roberts, P.R.; Drury, D.E.",63-2125,29,8,1963,,Hemlock stand,,YORK,New Brunswick,Canada,Keswick Ridge,,,,19,666051,5092117,45.96253,,,N,66.85696,,,W,83,3,21 G/15,ACCDC,,,Pterospora andromedea Nutt.      ,,,2015-11-25,,,   Accession # 7230,Collector's # 63-2125,,YORK Co.,UTM 19 666051 5092117,,N,W,Habitat:  Hemlock stand. ,Locality:  Keswick Ridge. ,,Duplicate,45.9625,45.9625º N ,66.857,66.857º W,,,Specific location data for rare species is available on request,,,,,,,,,,,,56985,56985,,
41251,7242,1190,,,UNB,,63-2079,,,,,Roadside woods,,Northumberland,New Brunswick,Canada,Burnt Church River over Hwy,,,,,,,,,,,,,,,,,,,,,"Circaea canadensis HillCircaea alpina L.      1978 D.E. Boufford, Missouri Botanical Garden",,2006-01-12,2015-07-08,,,   Accession # 7242,Collector's # 63-2079,,Northumberland Co.,,,,,Habitat:  Roadside woods. ,Locality:  Burnt Church River over Hwy. ,,Duplicate,,,,,,,Burnt Church River over Hwy,,,,,,,,,,,,56985,56985,,
36815,7250,1763,,,UNB,"Roberts, P.R.; Bateman, N.",64-66,26,5,1964,,"riverbank, cutover softwoods with red maple, wire birch and few fir",,Queens,New Brunswick,Canada,W bank of Canaan River near Canaan rapids,,,,,,,45.9313,,,N,65.7551,,,W,,3,21 H/13,UNB,Specimen has Flowers or Flower Buds,,Viola septentrionalis GreeneViola sororia  Willd.      FNB 2000,,2004-06-03,2015-07-08,,,   Accession # 7250,Collector's # 64-66,,Queens Co.,,,N,W,"Habitat:  riverbank, cutover softwoods with red maple, wire birch and few fir. ",Locality:  W bank of Canaan River near Canaan rapids. ,,Duplicate,45.9313,45.9313º N ,65.7551,65.7551º W,,,W bank of Canaan River near Canaan rapids,45.9313,65.7551,,,,,,,,,,56985,56985,,
37079,7253,1175,,,UNB,"Roberts, P.R.; Bateman, N.",64-1127,22,6,1964,,wet mossy places with black and red spruce,,York,New Brunswick,Canada,Becaguimic Game Preserve,,,,,,,,,,,,,,,,,,,,,Viola blanda WilldViola macloskeyi Lloyd ssp. pallens (Banks ex DC.) Baker   1982   Hinds,,2004-06-08,2015-07-08,,,   Accession # 7253,Collector's # 64-1127,,York Co.,,,,,Habitat:  wet mossy places with black and red spruce. ,Locality:  Becaguimic Game Preserve. ,,Duplicate,,,,,,,Becaguimic Game Preserve,,,,,,,,,,,,56985,56985,,
37640,7260,915,,,UNB,"Roberts, P.R.; Bateman, N.",64-993,15,6,1964,,"swamp, red maple, white cedar and fir",,Carleton,New Brunswick,Canada,8 mi from Lakeville,,,,,,,46.2727,,,N,67.5878,,,W,,4,21 J/05,UNB,,,Ribes glandulosum Grauer      ,,2004-06-18,2015-07-08,,,   Accession # 7260,Collector's # 64-993,,Carleton Co.,,,N,W,"Habitat:  swamp, red maple, white cedar and fir. ",Locality:  8 mi from Lakeville. ,,Duplicate,46.2727,46.2727º N ,67.5878,67.5878º W,,,8 mi from Lakeville,46.2727,67.5878,,,,,,,,,,56985,56985,,
58237,7270,809,,,UNB,"Roberts, P.R.; Bateman, N.",64-1208,22,6,1964,,cedar forest,,Carleton,New Brunswick,Canada,Kenneth Road from Center Glassville to Bath,,,,,,,46,28,53,N,67,25,24,W,,,,,Specimen is reproductive,,Coptis trifolia (L.) Salisb.      ,,2010-11-16,2015-07-08,,shortt,   Accession # 7270,Collector's # 64-1208,22/6/1964/,Carleton Co.,,,N,W,Habitat:  cedar forest. ,Locality:  Kenneth Road from Center Glassville to Bath. ,,Duplicate,46.4814,46.4814º N ,67.4233,67.4233º W,,,Kenneth Road from Center Glassville to Bath,46.4814,67.4233,,,,,58237,,,,,56985,56985,,
58281,7280,812,,,UNB,"Roberts, P.R.; Bateman, N.",64-870,12,6,1964,,"damp road edge, poison ivy common",,Queens,New Brunswick,Canada,"Palmers Point, between Douglas Harbour and Princess Park",,,,,,,45,56,58,N,66,4,20,W,,,,,Specimen is reproductive,,Ranunculus abortivus L.      ,,2010-11-18,2015-07-08,,shortt,   Accession # 7280,Collector's # 64-870,12/6/1964/,Queens Co.,,,N,W,"Habitat:  damp road edge, poison ivy common. ","Locality:  Palmers Point, between Douglas Harbour and Princess Park. ",,Duplicate,45.9494,45.9494º N ,66.0722,66.0722º W,,,"Palmers Point, between Douglas Harbour and Princess Park",45.9494,66.0722,,,,,58281,,,,,56985,56985,,
57596,7290,797,,,UNB,"Roberts, P.R.; Bateman, N.",64-1037,15,6,1963,,"very rich hardwoods, small clone, elm, sugar maple and yellow birch",,Carleton,New Brunswick,Canada,0.5 mile west of Good Corner,,,,,,,46,23,2,N,67,44,21,W,,,,,Specimen is reproductive,,Actaea rubra (Ait.) Willd.      ,,2010-10-26,2015-07-08,,shortt,   Accession # 7290,Collector's # 64-1037,15/6/1963/,Carleton Co.,,,N,W,"Habitat:  very rich hardwoods, small clone, elm, sugar maple and yellow birch. ",Locality:  0.5 mile west of Good Corner. ,,Duplicate,46.3839,46.3839º N ,67.7392,67.7392º W,,,0.5 mile west of Good Corner,46.3839,67.7392,,,,,57596,,,,,56985,56985,,
61306,7301,990,,,UNB,"Roberts, P.R.; Bateman, N.",64-1078,22,6,1964,,"Cleared, heavy sucker growth",,York,New Brunswick,Canada,Top of Crabbe Mountain ,,,,,,,46,7,13,N,67,6,31,W,,3,,,Specimen has flowers,,Prunus virginiana L.      ,,2011-03-21,2015-07-08,,shortt,   Accession # 7301,Collector's # 64-1078,22/6/1964/,York Co.,,,N,W,"Habitat:  Cleared, heavy sucker growth. ",Locality:  Top of Crabbe Mountain . ,,Duplicate,46.1203,46.1203º N ,67.1086,67.1086º W,,,Top of Crabbe Mountain ,46.1203,67.1086,,,,,61306,,,,,56985,56985,,
63478,7310,629,,,UNB,"Roberts, P.R.; Bateman, N.",64-871,11,6,1964,,"River bank, ",,York,New Brunswick,Canada,"Saint John River, McKeen Street, Fredericton",,,,,,,45,56,43,N,66,40,0,W,,4,,,Specimen is reproductive,,Salix lucida Muhl.      ,,2011-05-31,2015-07-08,,shortt,   Accession # 7310,Collector's # 64-871,11/6/1964/,York Co.,,,N,W,"Habitat:  River bank, . ","Locality:  Saint John River, McKeen Street, Fredericton. ",,Duplicate,45.9453,45.9453º N ,66.6667,66.6667º W,,,"Saint John River, McKeen Street, Fredericton",45.9453,66.6667,,,,,63478,,,,,56985,56985,,
46093,7320,1082,,,UNB,"Roberts, P.R.; Bateman, N.",64-1204,22,6,1964,,cedar forest,,Carleton,New Brunswick,Canada,Kenneth Road from centre Glassville to Bath,,,,,,,,,,,,,,,,,,,Specimen has Flowers or Flower Buds,,Oxalis montana Raf.      ,,2006-11-22,2015-07-08,,Dorothy,   Accession # 7320,Collector's # 64-1204,,Carleton Co.,,,,,Habitat:  cedar forest. ,Locality:  Kenneth Road from centre Glassville to Bath. ,,Duplicate,,,,,,,Kenneth Road from centre Glassville to Bath,,,,,,,,,,,,56985,56985,,
37418,7321,839,,,UNB,"Roberts, P.R.; Bateman, N.",64-713B,8,6,1964,,"woods, fir, yellow birch",,Saint John,New Brunswick,Canada,Martin Head,,,,,,,45.4894,,,N,65.1887,,,W,,3,21 H/11,UNB,,,Dicentra cucullaria (L.) Bernh.      ,,2004-06-15,2015-07-08,,,   Accession # 7321,Collector's # 64-713B,,Saint John Co.,,,N,W,"Habitat:  woods, fir, yellow birch. ",Locality:  Martin Head. ,,Duplicate,45.4894,45.4894º N ,65.1887,65.1887º W,,,Martin Head,45.4894,65.1887,,,,,,,,,,56985,56985,,
36550,7333,1067,,,UNB,"Roberts, P.R.; Bateman, N.",64-1197,22,6,1964,,"floodplain, with elm and balsam poplar",,Carleton,New Brunswick,Canada,1 mi. E of S Knowlsville,,,,,,,,,,,,,,,,,,,Specimen has Flowers or Flower Buds,,Trifolium hybridum L.   ,,2004-05-07,2015-07-08,,,   Accession # 7333,Collector's # 64-1197,,Carleton Co.,,,,,"Habitat:  floodplain, with elm and balsam poplar. ",Locality:  1 mi. E of S Knowlsville. ,,Duplicate,,,,,,,1 mi. E of S Knowlsville,,,,,,,,,,,,56985,56985,,
36562,7334,1067,,,UNB,"Roberts, P.R.; Bateman, N.",64-1238,22,6,1964,,dry riverbank,,Victoria,New Brunswick,Canada,Perth,,,,,,,,,,,,,,,,,,,Specimen has Flowers or Flower Buds,,Trifolium hybridum L.      ,,2004-05-07,2015-07-08,,,   Accession # 7334,Collector's # 64-1238,,Victoria Co.,,,,,Habitat:  dry riverbank. ,Locality:  Perth. ,,Duplicate,,,,,,,Perth,,,,,,,,,,,,56985,56985,,
41166,7342,1309,,,UNB,"Roberts, P.R.; Bateman, N.",64-942,15,6,1961,,Alder Swamp,,Carleton,New Brunswick,Canada,"Bridge of Little Presque Isle River, Junction of Avondale - Waterside Roads",,,,,,,,,,,,,,,,,,,,,Fraxinus nigra Marsh.      ,,2005-12-06,2015-07-08,,,   Accession # 7342,Collector's # 64-942,,Carleton Co.,,,,,Habitat:  Alder Swamp. ,"Locality:  Bridge of Little Presque Isle River, Junction of Avondale - Waterside Roads. ",,Duplicate,,,,,,,"Bridge of Little Presque Isle River, Junction of Avondale - Waterside Roads",,,,,,,,,,,,56985,56985,,
41211,7343,1310,,,UNB,"Roberts, P.R.; Bateman, N.",64-825,12,6,1964,,Dry sandy point into Grand Lake,,Queens,New Brunswick,Canada,"Palmers Pt. between Douglas Harbour and Princess Park, Grand Lake",,,,19,727341,5090996,45.93489,,,N,66.0674,,,W,,3,21 G/16,ACCDC,Specimen is Reproductive,,Fraxinus pennsylvanica Marsh.      ,,2005-12-14,2015-07-08,,,   Accession # 7343,Collector's # 64-825,,Queens Co.,UTM 19 727341 5090996,,N,W,Habitat:  Dry sandy point into Grand Lake. ,"Locality:  Palmers Pt. between Douglas Harbour and Princess Park, Grand Lake. ",,Duplicate,45.9349,45.9349º N ,66.0674,66.0674º W,,,"Palmers Pt. between Douglas Harbour and Princess Park, Grand Lake",45.9349,66.0674,,,,,,,,,,56985,56985,,
51018,7360,661,,,UNB,"Roberts, P.R.; Bateman, N.",64-961,15,6,1964,,Alder swamp.,,Carleton,New Brunswick,Canada,Bridge:  Little Presque Isle River; Junction of Waterford & Avondale Roads.,,,,,,,46.2842,,,N,67.6296,,,W,,4,21 J/05,UNB,Specimen is not Reproductive,,Ulmus americana L.      ,,2007-02-16,2015-07-08,,Margaret,   Accession # 7360,Collector's # 64-961,15/6/1964/,Carleton Co.,,,N,W,Habitat:  Alder swamp.. ,Locality:  Bridge:  Little Presque Isle River; Junction of Waterford & Avondale Roads.. ,,Duplicate,46.2842,46.2842º N ,67.6296,67.6296º W,,,Bridge:  Little Presque Isle River; Junction of Waterford & Avondale Roads.,46.2842,67.6296,,,,,,,,,,56985,56985,,
51148,7361,661,,,UNB,"Roberts, P.R.; Bateman, N.",64-875,15,6,1964,,Marshy - scattered clumps.  ,,York,New Brunswick,Canada,Barony Stream.,,,,,,,,,,,,,,,,,,,Specimen is not Reproductive,,Ulmus americana L.      ,,2007-02-20,2015-07-08,,Margaret,   Accession # 7361,Collector's # 64-875,15/6/1964/,York Co.,,,,,Habitat:  Marshy - scattered clumps.  . ,Locality:  Barony Stream.. ,,Duplicate,,,,,,,Barony Stream.,,,,,,,,,,,,56985,56985,,
7796,7370,1178,,,UNB,"Roberts, P.R.; Bateman, N.",,9,6,1964,,Wet hillside near creek - predom. hwds.,,Kings,New Brunswick,Canada,2 1/2 mi. SW of Waterford towards Walton Lake.,,,,,,,45.6604,,,N,65.333,,,W,,3,21 H/11,UNB,Specimen lacks Flowers,,Viola cucullata Ait.      ,,2006-12-20,2015-07-08,,Margaret,   Accession # 7370,,9/6/1964/,Kings Co.,,,N,W,Habitat:  Wet hillside near creek - predom. hwds.. ,Locality:  2 1/2 mi. SW of Waterford towards Walton Lake.. ,,Duplicate,45.6604,45.6604º N ,65.333,65.333º W,,,2 1/2 mi. SW of Waterford towards Walton Lake.,45.6604,65.333,,,,n,7796,,,,,56985,56985,,
7858,7373,1170,,,UNB,"Roberts, P.R.; Bateman, N.",64-803,11,6,1964,,"Softwoods, much cut over, at stream side.  Mainly fir.",,York,New Brunswick,Canada,Long's Creek at bridge on Mountain Rd.,,,,,,,,,,,,,,,,,,,Specimen has Flowers or Flower Buds,,Viola conspersa Reichenb.      ,,2007-01-15,2015-07-08,,Margaret,   Accession # 7373,Collector's # 64-803,,York Co.,,,,,"Habitat:  Softwoods, much cut over, at stream side.  Mainly fir.. ",Locality:  Long's Creek at bridge on Mountain Rd.. ,,Duplicate,,,,,,,Long's Creek at bridge on Mountain Rd.,,,,,,n,7858,,,,,56985,56985,,
