53258,58601,,,Elatine spp.,UNB,"Bishop, G.; Chaplin, M.; Papoulias, M.",13 MC,4,8,2005,,Heavily grazed muddy riverbank,Rare,Queens,New Brunswick,Canada,Thatch Island,,,,,,,45,49,30.9,N,66,8,45.6,W,,,,Collector,,,,,2007-11-08,2015-07-08,To be identified,admin,   Accession # 58601,Collector's # 13 MC,4/8/2005/,Queens Co.,,,N,W,Habitat:  Heavily grazed muddy riverbank. ,Locality:  Thatch Island. ,,Duplicate,45.8253,45.8253º N ,66.146,66.146º W,,Abund.:  Rare. ,Thatch Island,45.8253,66.146,,,,,,,,,Elatine spp.,56985,56985,,
55993,57254,,,Potentilla,UNB,"Blaney, C.S.",2146,,,1999,1999 08 22,dry railway cinders along tracks,,Gloucester,New Brunswick,Canada,Petit-Rocher - Southeast Fen,,,,20,295703,5295226,47.77798,,,N,-65.727149,,,W,,3,21 P13,,Fruit,,,along railway at W edge of Petit-Rocher town limits,2010-10-18,2015-07-08,To be identified,shortt,   Accession # 57254,Collector's # 2146,00/00/1999/,Gloucester Co.,UTM 20 295703 5295226,,N,W,Habitat:  dry railway cinders along tracks. ,Locality:  Petit-Rocher - Southeast Fen. ,Notes:  along railway at W edge of Petit-Rocher town limits.,Duplicate,47.778,47.778º N ,65.7271,65.7271º W,,,Petit-Rocher - Southeast Fen,47.778,65.7271,,,,,55993,,,,Potentilla,56985,56985,,
56026,58151,,,Aster,UNB,"Blaney, C.S.",3570,,,2000,2000 09 05,sand & gravel bar at upstream end of island; extremely flood-scoured at high water,,Carleton,New Brunswick,Canada,Peel to Hartland,,,,19,610707,5135162,46.360976,,,N,-67.56088,,,W,,2,21 J05,,,,,N end of Lower Presqu'ile Island,2010-10-18,2015-07-08,To be identified,shortt,   Accession # 58151,Collector's # 3570,00/00/2000/,Carleton Co.,UTM 19 610707 5135162,,N,W,Habitat:  sand & gravel bar at upstream end of island; extremely flood-scoured at high water. ,Locality:  Peel to Hartland. ,Notes:  N end of Lower Presqu'ile Island.,Duplicate,46.361,46.361º N ,67.5609,67.5609º W,,,Peel to Hartland,46.361,67.5609,,,,,56026,,,,Aster,56985,56985,,
64492,62961,,pyrola sp.,,UNB,"MacLean, D.A.; Wein, R.W; McKay, W.H.",160,,,1973,,,,Gloucester,New Brunswick,Canada,Site 75 (=Site 06),,,,,,,47.366,,,N,65.265,,,W,,2,,Collector,No reproductive structures seen on specimen,,pyrola sp.,,2011-06-30,2015-07-08,To be identified,shortt,   Accession # 62961,Collector's # 160,00/00/1973/,Gloucester Co.,,,N,W,,Locality:  Site 75 (=Site 06). ,,Duplicate,47.366,47.366º N ,65.265,65.265º W, f. pyrola sp.,,Site 75 (=Site 06),47.366,65.265,,,,,64492,,,,,56985,56985,,
64493,62962,,amelanchier sp.,,UNB,"MacLean, D.A.; Wein, R.W; McKay, W.H.",161,,,1973,,,,Gloucester,New Brunswick,Canada,Site 75 (=Site 06),,,,,,,47.366,,,N,65.265,,,W,,2,,Collector,No reproductive structures seen on specimen,,amelanchier sp.,,2011-06-30,2015-07-08,To be identified,shortt,   Accession # 62962,Collector's # 161,00/00/1973/,Gloucester Co.,,,N,W,,Locality:  Site 75 (=Site 06). ,,Duplicate,47.366,47.366º N ,65.265,65.265º W, f. amelanchier sp.,,Site 75 (=Site 06),47.366,65.265,,,,,64493,,,,,56985,56985,,
64494,62963,,Dicranum sp.,,UNB,"MacLean, D.A.; Wein, R.W; McKay, W.H.",162,,,1973,,,,Gloucester,New Brunswick,Canada,Site 75 (=Site 06),,,,,,,47.366,,,N,65.265,,,W,,2,,Collector,No reproductive structures seen on specimen,,Dicranum sp.,,2011-06-30,2015-07-08,To be identified,shortt,   Accession # 62963,Collector's # 162,00/00/1973/,Gloucester Co.,,,N,W,,Locality:  Site 75 (=Site 06). ,,Duplicate,47.366,47.366º N ,65.265,65.265º W, f. Dicranum sp.,,Site 75 (=Site 06),47.366,65.265,,,,,64494,,,,,56985,56985,,
64500,62952,,Amelanchier sp.,,UNB,"MacLean, D.A.; Wein, R.W; McKay, W.H.",10,20,7,1973,,,,Gloucester,New Brunswick,Canada,"Site 3, Allardville, Fire Study",,,,,,,47.349,,,N,65.404,,,W,,2,,Collector,No reproductive structures seen on specimen,2,Amelanchier sp.,,2011-07-01,2015-07-08,To be identified,shortt,   Accession # 62952,Collector's # 10,20/7/1973/,Gloucester Co.,,,N,W,,"Locality:  Site 3, Allardville, Fire Study. ",,Duplicate,47.349,47.349º N ,65.404,65.404º W, f. Amelanchier sp.,,"Site 3, Allardville, Fire Study",47.349,65.404,,,,,64500,,,,,56985,56985,,
64502,62978,,,,UNB,"MacLean, D.A.; Wein, R.W; McKay, W.H.",169,,,1973,,,,Gloucester,New Brunswick,Canada,"Site 80 (=site 7) Allardville, Fire Study",,,,,,,47.37,,,N,65.25,,,W,,2,,Collector,No reproductive structures seen on specimen,2,Pteridium aquilinum (L.) Kuhn var. latiusculum (Desv.) Underw.   ,,2011-07-01,2015-07-08,To be identified,shortt,   Accession # 62978,Collector's # 169,00/00/1973/,Gloucester Co.,,,N,W,,"Locality:  Site 80 (=site 7) Allardville, Fire Study. ",,Duplicate,47.37,47.37º N ,65.25,65.25º W,,,"Site 80 (=site 7) Allardville, Fire Study",47.37,65.25,,,,,64502,,,,,56985,56985,,
64503,62979,,,,UNB,"MacLean, D.A.; Wein, R.W; McKay, W.H.",170,,,1973,,,,Gloucester,New Brunswick,Canada,"Site 80 (=site 7) Allardville, Fire Study",,,,,,,47.37,,,N,65.25,,,W,,2,,Collector,No reproductive structures seen on specimen,2,,Amelanchier sp.,2011-07-01,2015-07-08,To be identified,shortt,   Accession # 62979,Collector's # 170,00/00/1973/,Gloucester Co.,,,N,W,,"Locality:  Site 80 (=site 7) Allardville, Fire Study. ",Notes:  Amelanchier sp..,Duplicate,47.37,47.37º N ,65.25,65.25º W,,,"Site 80 (=site 7) Allardville, Fire Study",47.37,65.25,,,,,64503,,,,,56985,56985,,
64504,62980,,,,UNB,"MacLean, D.A.; Wein, R.W; McKay, W.H.",171,,,1973,,,,Gloucester,New Brunswick,Canada,"Site 80 (=site 7) Allardville, Fire Study",,,,,,,47.37,,,N,65.25,,,W,,2,,Collector,No reproductive structures seen on specimen,2,,Amelanchier sp.,2011-07-01,2015-07-08,To be identified,shortt,   Accession # 62980,Collector's # 171,00/00/1973/,Gloucester Co.,,,N,W,,"Locality:  Site 80 (=site 7) Allardville, Fire Study. ",Notes:  Amelanchier sp..,Duplicate,47.37,47.37º N ,65.25,65.25º W,,,"Site 80 (=site 7) Allardville, Fire Study",47.37,65.25,,,,,64504,,,,,56985,56985,,
64505,62981,,,,UNB,"MacLean, D.A.; Wein, R.W; McKay, W.H.",172,,,1973,,,,Gloucester,New Brunswick,Canada,"Site 80 (=site 7) Allardville, Fire Study",,,,,,,47.37,,,N,65.25,,,W,,2,,Collector,No reproductive structures seen on specimen,2,,Amelanchier sp.,2011-07-01,2015-07-08,To be identified,shortt,   Accession # 62981,Collector's # 172,00/00/1973/,Gloucester Co.,,,N,W,,"Locality:  Site 80 (=site 7) Allardville, Fire Study. ",Notes:  Amelanchier sp..,Duplicate,47.37,47.37º N ,65.25,65.25º W,,,"Site 80 (=site 7) Allardville, Fire Study",47.37,65.25,,,,,64505,,,,,56985,56985,,
64515,62991,,,,UNB,"MacLean, D.A.; Wein, R.W; McKay, W.H.",175,,,1973,,,,Gloucester,New Brunswick,Canada,"Site 85 (=site 09) Allardville, Fire Study",,,,,,,47.45,,,N,65.22,,,W,,2,,Collector,No reproductive structures seen on specimen,2,,Salix sp.1962 Burn,2011-07-01,2015-07-08,To be identified,shortt,   Accession # 62991,Collector's # 175,00/00/1973/,Gloucester Co.,,,N,W,,"Locality:  Site 85 (=site 09) Allardville, Fire Study. ",Notes:  Salix sp.1962 Burn.,Duplicate,47.45,47.45º N ,65.22,65.22º W,,,"Site 85 (=site 09) Allardville, Fire Study",47.45,65.22,,,,,64515,,,,,56985,56985,,
64516,62992,,,,UNB,"MacLean, D.A.; Wein, R.W; McKay, W.H.",174,,,1973,,,,Gloucester,New Brunswick,Canada,"Site 85 (=site 09) Allardville, Fire Study",,,,,,,47.45,,,N,65.22,,,W,,2,,Collector,No reproductive structures seen on specimen,2,,Salix sp.1962 Burn,2011-07-01,2015-07-08,To be identified,shortt,   Accession # 62992,Collector's # 174,00/00/1973/,Gloucester Co.,,,N,W,,"Locality:  Site 85 (=site 09) Allardville, Fire Study. ",Notes:  Salix sp.1962 Burn.,Duplicate,47.45,47.45º N ,65.22,65.22º W,,,"Site 85 (=site 09) Allardville, Fire Study",47.45,65.22,,,,,64516,,,,,56985,56985,,
64548,63033,,,carex sp.,UNB,"MacLean, D.A.; Wein, R.W; McKay, W.H.",147,,,1973,,,,Gloucester,New Brunswick,Canada,"Site 70 (=Site 13), Allardville, Fire Study",,,,,,,47.378,,,N,65.335,,,W,,2,,,No reproductive structures seen on specimen,2,,,2011-07-06,2015-07-08,To be identified,shortt,   Accession # 63033,Collector's # 147,00/00/1973/,Gloucester Co.,,,N,W,,"Locality:  Site 70 (=Site 13), Allardville, Fire Study. ",,Duplicate,47.378,47.378º N ,65.335,65.335º W,,,"Site 70 (=Site 13), Allardville, Fire Study",47.378,65.335,,,,,64548,,,,carex sp.,56985,56985,,
64568,63053,,,solidago sp,UNB,"MacLean, D.A.; Wein, R.W; McKay, W.H.",40a,22,7,1973,,,,Gloucester,New Brunswick,Canada,"Site 14 Allardville, Fire Study",,,,,,,47.4,,,N,65.461,,,W,,2,,,No reproductive structures seen on specimen,2,solidago sp. by G. Bishop 2010,,2011-07-06,2015-07-08,To be identified,shortt,   Accession # 63053,Collector's # 40a,22/7/1973/,Gloucester Co.,,,N,W,,"Locality:  Site 14 Allardville, Fire Study. ",,Duplicate,47.4,47.4º N ,65.461,65.461º W,,,"Site 14 Allardville, Fire Study",47.4,65.461,,,,,64568,,,,solidago sp,56985,56985,,
64614,63101,,salix sp.,Salix sp.,UNB,"MacLean, D.A.; Wein, R.W; McKay, W.H.",181,,,1973,,,,Gloucester,New Brunswick,Canada,"Site 87 (=site 21) Allardville, Fire Study",,,,,,,47.526,,,N,65.227,,,W,,2,,,Specimen is reproductive,2,salix sp.,,2011-07-07,2015-07-08,To be identified,shortt,   Accession # 63101,Collector's # 181,00/00/1973/,Gloucester Co.,,,N,W,,"Locality:  Site 87 (=site 21) Allardville, Fire Study. ",,Duplicate,47.526,47.526º N ,65.227,65.227º W, f. salix sp.,,"Site 87 (=site 21) Allardville, Fire Study",47.526,65.227,,,,,64614,,,,Salix sp.,56985,56985,,
64615,63102,,,,UNB,"MacLean, D.A.; Wein, R.W; McKay, W.H.",182,,,1973,,,,Gloucester,New Brunswick,Canada,"Site 87 (=site 21) Allardville, Fire Study",,,,,,,47.526,,,N,65.227,,,W,,2,,,No reproductive structures seen on specimen,2,,,2011-07-07,2015-07-08,To be identified,shortt,   Accession # 63102,Collector's # 182,00/00/1973/,Gloucester Co.,,,N,W,,"Locality:  Site 87 (=site 21) Allardville, Fire Study. ",,Duplicate,47.526,47.526º N ,65.227,65.227º W,,,"Site 87 (=site 21) Allardville, Fire Study",47.526,65.227,,,,,64615,,,,,56985,56985,,
64629,63120,,,Salix sp.,UNB,"MacLean, D.A.; Wein, R.W; McKay, W.H.",186,,,1973,,,,Gloucester,New Brunswick,Canada,"Site 22 (=Site 89) Allardville, Fire Study",,,,,,,47.539,,,N,65.227,,,W,,2,,,No reproductive structures seen on specimen,2,,,2011-07-12,2015-07-08,To be identified,shortt,   Accession # 63120,Collector's # 186,00/00/1973/,Gloucester Co.,,,N,W,,"Locality:  Site 22 (=Site 89) Allardville, Fire Study. ",,Duplicate,47.539,47.539º N ,65.227,65.227º W,,,"Site 22 (=Site 89) Allardville, Fire Study",47.539,65.227,,,,,64629,,,,Salix sp.,56985,56985,,
64630,63121,,,,UNB,"MacLean, D.A.; Wein, R.W; McKay, W.H.",187,,,1973,,,,Gloucester,New Brunswick,Canada,"Site 22 (=Site 89) Allardville, Fire Study",,,,,,,47.539,,,N,65.227,,,W,,2,,,No reproductive structures seen on specimen,2,,,2011-07-12,2015-07-08,To be identified,shortt,   Accession # 63121,Collector's # 187,00/00/1973/,Gloucester Co.,,,N,W,,"Locality:  Site 22 (=Site 89) Allardville, Fire Study. ",,Duplicate,47.539,47.539º N ,65.227,65.227º W,,,"Site 22 (=Site 89) Allardville, Fire Study",47.539,65.227,,,,,64630,,,,,56985,56985,,
64654,63146,,,salix sp,UNB,"MacLean, D.A.; Wein, R.W; McKay, W.H.",139,,,1973,,,,Gloucester,New Brunswick,Canada,"ARDA jP Stand Allardville, Fire Study Site 24 (=44b)",,,,,,,47.604,,,N,65.158,,,W,,2,,,No reproductive structures seen on specimen,2,"""",,2011-07-14,2015-07-08,To be identified,shortt,   Accession # 63146,Collector's # 139,00/00/1973/,Gloucester Co.,,,N,W,,"Locality:  ARDA jP Stand Allardville, Fire Study Site 24 (=44b). ",,Duplicate,47.604,47.604º N ,65.158,65.158º W,,,"ARDA jP Stand Allardville, Fire Study Site 24 (=44b)",47.604,65.158,,,,,64654,,,,salix sp,56985,56985,,
64656,63148,,,amelanchier sp,UNB,"MacLean, D.A.; Wein, R.W; McKay, W.H.",137,,,1973,,,,Gloucester,New Brunswick,Canada,"ARDA jP Stand Allardville, Fire Study Site 24 (=44b)",,,,,,,47.604,,,N,65.158,,,W,,2,,,No reproductive structures seen on specimen,2,,,2011-07-14,2015-07-08,To be identified,shortt,   Accession # 63148,Collector's # 137,00/00/1973/,Gloucester Co.,,,N,W,,"Locality:  ARDA jP Stand Allardville, Fire Study Site 24 (=44b). ",,Duplicate,47.604,47.604º N ,65.158,65.158º W,,,"ARDA jP Stand Allardville, Fire Study Site 24 (=44b)",47.604,65.158,,,,,64656,,,,amelanchier sp,56985,56985,,
64657,63149,,,Amelanchier sp.,UNB,"MacLean, D.A.; Wein, R.W; McKay, W.H.",136,,,1973,,,,Gloucester,New Brunswick,Canada,"ARDA jP Stand Allardville, Fire Study Site 24 (=44b)",,,,,,,47.604,,,N,65.158,,,W,,2,,,No reproductive structures seen on specimen,2,,,2011-07-14,2015-07-08,To be identified,shortt,   Accession # 63149,Collector's # 136,00/00/1973/,Gloucester Co.,,,N,W,,"Locality:  ARDA jP Stand Allardville, Fire Study Site 24 (=44b). ",,Duplicate,47.604,47.604º N ,65.158,65.158º W,,,"ARDA jP Stand Allardville, Fire Study Site 24 (=44b)",47.604,65.158,,,,,64657,,,,Amelanchier sp.,56985,56985,,
64659,63150,,,Prunus sp.,UNB,"MacLean, D.A.; Wein, R.W; McKay, W.H.",135,,,1973,,,,Gloucester,New Brunswick,Canada,"ARDA jP Stand Allardville, Fire Study Site 24 (=44b)",,,,,,,47.604,,,N,65.158,,,W,,2,,,No reproductive structures seen on specimen,2,,,2011-07-14,2015-07-08,To be identified,shortt,   Accession # 63150,Collector's # 135,00/00/1973/,Gloucester Co.,,,N,W,,"Locality:  ARDA jP Stand Allardville, Fire Study Site 24 (=44b). ",,Duplicate,47.604,47.604º N ,65.158,65.158º W,,,"ARDA jP Stand Allardville, Fire Study Site 24 (=44b)",47.604,65.158,,,,,64659,,,,Prunus sp.,56985,56985,,
64660,63151,,,Viola sp.,UNB,"MacLean, D.A.; Wein, R.W; McKay, W.H.",134,,,1973,,,,Gloucester,New Brunswick,Canada,"ARDA jP Stand Allardville, Fire Study Site 24 (=44b)",,,,,,,47.604,,,N,65.158,,,W,,2,,,No reproductive structures seen on specimen,2,,,2011-07-14,2015-07-08,To be identified,shortt,   Accession # 63151,Collector's # 134,00/00/1973/,Gloucester Co.,,,N,W,,"Locality:  ARDA jP Stand Allardville, Fire Study Site 24 (=44b). ",,Duplicate,47.604,47.604º N ,65.158,65.158º W,,,"ARDA jP Stand Allardville, Fire Study Site 24 (=44b)",47.604,65.158,,,,,64660,,,,Viola sp.,56985,56985,,
67517,40346,,,,UNB,"Wein, R.W.",,22,7,1972,,,,,Yukon,Canada,Firth River Delta; Sand Dune,,,,,,,69,23,,N,139,20,,W,,4,,Databaser,Specimen has flowers,7,Artemisia borealis Pall.      ,,2011-11-29,2012-04-05,To be identified,shortt,   Accession # 40346,,22/7/1972/,,,,N,W,,Locality:  Firth River Delta; Sand Dune. ,,Duplicate,69.3833,69.3833º N ,139.3333,139.3333º W,,,Firth River Delta; Sand Dune,69.3833,139.3333,,,,,67517,,,,,56985,56985,,
70941,NA,,,Bryophyte,UNB,C.D. Tyrrell,123,10,8,2009,10 Aug 2009,"Silty-clay substrate. Water depth 40-80 cm, little to no flow",,Morris Rural Municipality,Manitoba,Canada,"Tobacco Creek. Near Provincial Road 332 bridge, 5.5 km N of the intersection with Provincial Trunk Highway 23. ""TCL07""",,,,,,,49,24,17.03,N,97,35,40.7,W,,4,,Collector,,,,239 m,2012-07-26,2015-07-08,"49°24'17.03"" N   97°35'40.70"" W",shortt,   Accession # NA,Collector's # 123,10/8/2009/,Morris Rural Municipality Co.,,,N,W,"Habitat:  Silty-clay substrate. Water depth 40-80 cm, little to no flow. ","Locality:  Tobacco Creek. Near Provincial Road 332 bridge, 5.5 km N of the intersection with Provincial Trunk Highway 23. ""TCL07"". ",Notes:  239 m.,Duplicate,49.4047,49.4047º N ,97.5946,97.5946º W,,,"Tobacco Creek. Near Provincial Road 332 bridge, 5.5 km N of the intersection with Provincial Trunk Highway 23. ""TCL07""",49.4047,97.5946,,,,,70941,,,,Bryophyte,56985,56985,,
70942,NA,,,Bryophyte,UNB,C.D. Tyrrell,123,10,8,2009,10 Aug 2009,"Silty-clay substrate. Water depth 40-80 cm, little to no flow",,Morris Rural Municipality,Manitoba,Canada,"Tobacco Creek. Near Provincial Road 332 bridge, 5.5 km N of the intersection with Provincial Trunk Highway 23. ""TCL07""",,,,,,,49,24,17.03,N,97,35,40.7,W,,4,,Collector,,,,239 m,2012-07-26,2015-07-08,"49°24'17.03"" N   97°35'40.70"" W",shortt,   Accession # NA,Collector's # 123,10/8/2009/,Morris Rural Municipality Co.,,,N,W,"Habitat:  Silty-clay substrate. Water depth 40-80 cm, little to no flow. ","Locality:  Tobacco Creek. Near Provincial Road 332 bridge, 5.5 km N of the intersection with Provincial Trunk Highway 23. ""TCL07"". ",Notes:  239 m.,Duplicate,49.4047,49.4047º N ,97.5946,97.5946º W,,,"Tobacco Creek. Near Provincial Road 332 bridge, 5.5 km N of the intersection with Provincial Trunk Highway 23. ""TCL07""",49.4047,97.5946,,,,,70942,,,,Bryophyte,56985,56985,,
70943,NA,,,Bryophyte,UNB,C.D. Tyrrell,123,10,8,2009,10 Aug 2009,"Silty-clay substrate. Water depth 40-80 cm, little to no flow",,Morris Rural Municipality,Manitoba,Canada,"Tobacco Creek. Near Provincial Road 332 bridge, 5.5 km N of the intersection with Provincial Trunk Highway 23. ""TCL07""",,,,,,,49,24,17.03,N,97,35,40.7,W,,4,,Collector,,,,239 m,2012-07-26,2015-07-08,"49°24'17.03"" N   97°35'40.70"" W",shortt,   Accession # NA,Collector's # 123,10/8/2009/,Morris Rural Municipality Co.,,,N,W,"Habitat:  Silty-clay substrate. Water depth 40-80 cm, little to no flow. ","Locality:  Tobacco Creek. Near Provincial Road 332 bridge, 5.5 km N of the intersection with Provincial Trunk Highway 23. ""TCL07"". ",Notes:  239 m.,Duplicate,49.4047,49.4047º N ,97.5946,97.5946º W,,,"Tobacco Creek. Near Provincial Road 332 bridge, 5.5 km N of the intersection with Provincial Trunk Highway 23. ""TCL07""",49.4047,97.5946,,,,,70943,,,,Bryophyte,56985,56985,,
70953,NA,,,?p natans?,UNB,C.D. Tyrrell,135,10,8,2009,10 Aug 2009,"Silty-clay (compacted) substrate. Water depth 50-100 cm, slow flow",,Morris Rural Municipality,Manitoba,Canada,"Little Morris River. Near local road bridge, 650 m NNE of the confluence with Tobacco Creek, 4.5 km due W of Provincial Road 422. ""TCL08""",,,,,,,49,26,35.68,N,97,31,17.54,W,,4,,Collector,,,,235 m,2012-07-26,2015-07-08,"49° 26' 35.68"" N   97° 31' 17.54"" W",shortt,   Accession # NA,Collector's # 135,10/8/2009/,Morris Rural Municipality Co.,,,N,W,"Habitat:  Silty-clay (compacted) substrate. Water depth 50-100 cm, slow flow. ","Locality:  Little Morris River. Near local road bridge, 650 m NNE of the confluence with Tobacco Creek, 4.5 km due W of Provincial Road 422. ""TCL08"". ",Notes:  235 m.,Duplicate,49.4432,49.4432º N ,97.5215,97.5215º W,,,"Little Morris River. Near local road bridge, 650 m NNE of the confluence with Tobacco Creek, 4.5 km due W of Provincial Road 422. ""TCL08""",49.4432,97.5215,,,,,70953,,,,?p natans?,56985,56985,,
